"","gene_name","mass_Da"
"1051","potD",38866.60778
"1052","potC",29110.60704
"1053","potB",31029.54824
"1054","potA",43027.72938
"1055","pepT",44922.9219
"1056","roxA",42578.39352
"1057","phoQ",55298.96308
"1058","phoP",25534.91338
"1059","purB",51542.16444
"1060","hflD",22915.21992
"1061","mnmA",40958.94238
"1062","nudJ",17432.71556
"1063","rluE",24880.0415
"1064","icd",45756.18998
"1065","ymfD",25146.61448
"1066","ymfE",27546.21846
"1067","lit",33761.98658
"1068","intE",42798.4942
"1069","xisE",9286.70188
"1070","ymfI",12882.60348
"1071","ymfJ",11458.3102
"1072","cohE",25094.38094
"1073","croE",7402.3959
"1074","ymfL",20179.42996
"1075","ymfM",12155.63648
"1076","ymfR",6380.6738
"1077","ymfQ",21643.29434
"1078","stfP",22019.47304
"1079","tfaP",15434.28262
"1080","tfaE",21661.72352
"1081","pinE",20572.58178
"1082","mcrA",31389.46872
"1083","iraM",12133.35284
"1084","ycgX",15768.93422
"1085","bluR",28232.12738
"1086","bluF",45294.5274
"1087","ycgZ",8768.88544
"1088","ymgA",10344.76402
"1089","ariR",9693.90638
"1090","ymgC",9701.10056
"1091","ycgG",56905.22106
"1092","ymgF",8254.71356
"1093","ymgD",11851.70136
"1094","ymgG",10788.64464
"1095","ymgI",6517.73412
"1096","ymgJ",7329.75742
"1097","minE",10234.78422
"1098","minD",29613.68246
"1099","minC",24775.23592
"1100","ycgJ",13414.26606
"1101","pliG",14905.62914
"1102","ycgL",11246.90174
"1103","ycgM",23710.83958
"1104","ycgN",17910.20998
"1105","hlyE",33758.0983
"1106","umuD",15063.20868
"1107","umuC",47679.18042
"1108","dsbB",20141.97086
"1109","nhaB",56727.72852
"1110","fadR",26968.26594
"1111","ycgB",60813.16272
"1112","dadA",47606.7532
"1113","dadX",38844.18564
"1114","cvrA",62266.57174
"1115","ldcA",33567.07096
"1116","emtA",22194.22354
"1117","ycgR",27824.74796
"1118","ymgE",8774.60856
"1119","ycgY",16662.58846
"1120","treA",63635.9634
"1121","dhaM",51448.0299
"1122","dhaL",22631.51048
"1123","dhaK",38214.771
"1124","dhaR",70561.01794
"1125","ycgV",99683.58764
"1126","ychF",39666.86004
"1127","pth",21049.97618
"1128","ychH",10486.16942
"1129","dauA",59396.30196
"1130","prs",34185.82524
"1131","ispE",30925.00452
"1132","lolB",23550.49116
"1133","hemA",46306.2773
"1134","prfA",40516.85018
"1135","prmC",30974.63102
"1136","ychQ",14638.60976
"1137","ychA",30841.01072
"1138","kdsA",30832.34846
"1139","ldrA",4013.77604
"1140","ldrB",3971.6963
"1141","ldrC",4013.77604
"1142","chaA",39167.9926
"1143","chaB",8944.71438
"1144","chaC",25479.94024
"1145","ychN",12692.60394
"1146","ychO",52081.11086
"1147","narL",23926.52716
"1148","narX",67083.19462
"1149","narK",49692.84412
"1150","narG",140487.75626
"1151","narH",58065.79468
"1152","narJ",26448.53676
"1153","narI",25497.07606
"1154","tpr",3446.80472
"1155","purU",31934.34502
"1156","ychJ",16958.17856
"1157","rssA",33066.69784
"1158","rssB",37301.79788
"1159","galU",32941.90252
"1160","hns",15539.4571
"1161","tdk",23456.31532
"1162","adhE",96126.1011
"1163","ychE",23488.86732
"1164","oppA",60898.16764
"1165","oppB",33442.8037
"1166","oppC",33021.54302
"1167","oppD",37188.0713
"1168","oppF",37197.13076
"1169","yciU",12686.86828
"1170","clsA",54821.73124
"1171","yciY",7102.28686
"1172","kch",46029.97522
"1173","yciI",10569.84078
"1174","tonB",26093.9307
"1175","yciA",14230.39932
"1176","yciB",20789.90412
"1177","yciC",26418.51698
"1178","ompW",22927.55342
"1179","yciE",18961.23876
"1180","yciF",18596.94554
"1181","yciG",6002.27402
"1182","trpA",28723.81274
"1183","trpB",42982.54112
"1184","trpC",49491.7313
"1185","trpD",56869.27844
"1186","trpE",57493.82448
"1187","trpL",1723.09198
"1188","yciV",32561.5582
"1189","yciO",23211.4989
"1190","yciQ",71288.19728
"1191","rluB",32710.98738
"1192","btuR",21998.631
"1193","yciK",27932.62118
"1194","sohB",39333.91648
"1195","yciN",9385.51994
"1196","topA",97348.663
"1197","cysB",36150.01954
"1198","ymiA",6214.31112
"1199","yciX",6337.81458
"1200","acnA",97676.08036
"1201","ribA",21835.72758
"1202","pgpB",29020.88704
"1203","yciS",11319.27214
"1204","yciM",44530.50884
"1205","pyrF",26349.95566
"1206","yciH",11396.10534
"1207","osmB",6947.99486
"1208","yciT",27602.2964
"1209","yciZ",6441.28198
"1210","gmr",74664.12624
"1211","ymiB",4121.95032
"1212","rnb",72489.9198
"1213","yciW",42219.40418
"1214","fabI",27863.64034
"1215","ycjD",13956.60168
"1216","sapF",30570.18164
"1217","sapD",37660.2886
"1218","sapC",31547.7613
"1219","sapB",36037.60484
"1220","sapA",61564.14066
"1221","ymjA",9321.21424
"1222","puuP",50852.39738
"1223","puuA",53176.58674
"1224","puuD",28012.69904
"1225","puuR",20091.34028
"1226","puuC",53417.97836
"1227","puuB",47168.99674
"1228","puuE",44728.55052
"1229","pspF",36986.03652
"1230","pspA",25492.6505
"1231","pspB",8762.99482
"1232","pspC",13516.69906
"1233","pspD",8041.63214
"1234","pspE",11475.17814
"1235","ycjM",64185.02386
"1236","ycjN",46807.87058
"1237","ycjO",33225.03742
"1238","ycjP",31249.9841
"1239","ycjQ",38216.08438
"1240","ycjR",29831.46594
"1241","ycjS",38619.64936
"1242","ycjT",84866.46074
"1243","ycjU",23564.64062
"1244","ompG",34912.83522
"1245","ycjW",36133.75434
"1246","ycjX",52608.8585
"1247","ycjF",39391.7433
"1248","tyrR",57655.47684
"1249","tpx",17835.09776
"1250","ycjG",34673.63228
"1251","mpaA",26557.6902
"1252","ycjY",33658.13004
"1253","pgrR",33481.38654
"1254","mppA",59899.44434
"1255","ynaI",38754.03834
"1256","insH1",39326.72564
"1257","ynaJ",9339.1356
"1258","uspE",35706.45196
"1259","fnr",27966.9093
"1260","ogt",19178.8579
"1261","abgT",54885.20444
"1262","abgB",52193.01314
"1263","abgA",46587.68022
"1264","abgR",34057.74318
"1265","smrA",21512.24056
"1266","ydaM",46451.65908
"1267","ydaN",36579.68296
"1268","dbpA",49155.14938
"1269","ttcA",35560.53806
"1270","intR",47538.4759
"1271","ydaQ",8455.68934
"1272","ydaC",7862.99244
"1273","ralR",7018.8273
"1274","recT",29720.70592
"1275","recE",96367.15572
"1276","racC",10015.55764
"1277","ydaE",6583.6861
"1278","kilR",8433.70726
"1279","sieB",19243.54876
"1280","ydaF",5768.47312
"1281","ydaG",5193.89162
"1282","racR",17662.90252
"1283","ydaS",10975.41998
"1284","ydaT",15742.77796
"1285","ydaU",32508.64488
"1286","ydaV",28127.85794
"1287","rzoR",6761.16238
"1288","trkG",53943.13394
"1289","ynaK",9787.19816
"1290","insH1",37776.92454
"1291","stfR",113778.86404
"1292","tfaR",21336.58308
"1293","pinR",21908.17502
"1294","ynaE",8751.09878
"1295","uspF",16016.33724
"1296","ompN",41219.35002
"1297","pfo",128822.9507
"1298","ydbJ",8695.90266
"1299","hslJ",15165.4897
"1300","ldhA",36534.38422
"1301","ydbH",96833.5599
"1302","ynbE",6840.05408
"1303","ydbL",11877.64252
"1304","feaR",34619.94426
"1305","feaB",53698.50818
"1306","tynA",84377.63502
"1307","paaZ",73001.78348
"1308","paaA",35466.8178
"1309","paaB",10942.12636
"1310","paaC",27877.1449
"1311","paaD",18323.89554
"1312","paaE",39319.52728
"1313","paaF",27237.06114
"1314","paaG",28404.30152
"1315","paaH",51732.00674
"1316","paaI",14850.6101
"1317","paaJ",42276.09272
"1318","paaK",48952.32662
"1319","paaX",35294.28748
"1320","paaY",21324.3297
"1321","ynbG",2657.11934
"1322","insD1",34365.66852
"1323","insC1",13451.467
"1324","insI1",44280.38242
"1325","ydbC",30705.61766
"1326","ydbD",86715.36442
"1327","ynbA",22523.83588
"1328","ynbB",33053.4819
"1329","ynbC",65454.84192
"1330","ynbD",49544.0296
"1331","azoR",21657.43888
"1332","hrpA",149026.09382
"1333","ydcF",29705.35744
"1334","aldA",52272.17882
"1335","cybB",20286.20386
"1336","ydcA",5859.8223
"1337","hokB",5625.76154
"1338","mokB",5893.47084
"1339","trg",58898.14782
"1340","ydcI",33401.1215
"1341","ydcJ",51042.05342
"1342","opgD",62757.23864
"1343","ydcH",8878.16694
"1344","rimL",20680.31182
"1345","ydcK",35848.83256
"1346","tehA",35931.94574
"1347","tehB",22530.4789
"1348","ydcL",24426.68832
"1349","insQ",43363.26404
"1350","ydcO",40582.88384
"1351","ydcN",19731.07436
"1352","ydcP",72668.8922
"1353","yncJ",8708.75528
"1354","hicA",6749.75064
"1355","hicB",15246.44116
"1356","ydcR",52792.18944
"1357","ydcS",42294.69168
"1358","ydcT",37040.17514
"1359","ydcU",34359.6589
"1360","ydcV",28721.52326
"1361","patD",50829.41128
"1362","yncL",3538.23142
"1363","ydcX",6646.00498
"1364","ydcY",8799.77866
"1365","ydcZ",15854.88332
"1366","mnaT",19247.46596
"1367","curA",37609.30908
"1368","mcbR",25151.12014
"1369","yncD",77259.76398
"1370","yncE",38612.46606
"1371","ansP",54232.44408
"1372","yncG",23320.59108
"1373","yncH",8269.98302
"1374","ydcD",18906.54678
"1375","ydcC",43078.084
"1376","pptA",8672.85592
"1377","yddH",20966.64392
"1378","nhoA",32274.19234
"1379","yddE",32318.41484
"1380","narV",26017.62972
"1381","narW",26160.2863
"1382","narY",58557.27886
"1383","narZ",140225.03472
"1384","narU",49889.55056
"1385","yddG",31539.07016
"1386","fdnG",112812.00536
"1387","fdnH",32238.40958
"1388","fdnI",25368.20206
"1389","yddM",10400.973
"1390","adhP",35379.1843
"1391","maeA",63196.59664
"1392","sra",5095.7622
"1393","bdm",7986.73208
"1394","osmC",15087.9666
"1395","ddpF",34588.4693
"1396","ddpD",36099.4647
"1397","ddpC",31970.5498
"1398","ddpB",37312.49182
"1399","ddpA",57640.50738
"1400","ddpX",21212.80836
"1401","dosP",90259.3467
"1402","dosC",53177.03562
"1403","yddW",49573.72166
"1404","gadC",55076.00896
"1405","gadB",52667.54152
"1406","pqqL",104655.20028
"1407","yddB",89281.79034
"1408","yddA",64984.04486
"1409","ydeM",44517.40262
"1410","ydeN",62801.47572
"1411","ydeO",28724.93116
"1412","safA",7271.5263
"1413","ydeP",83494.14912
"1414","ydeQ",32069.1675
"1415","ydeR",18144.2567
"1416","ydeS",18948.32114
"1417","hipA",49275.21902
"1418","hipB",10016.27226
"1419","lsrK",57544.19364
"1420","lsrR",33796.45928
"1421","lsrA",55820.64186
"1422","lsrC",36394.34276
"1423","lsrD",34455.94318
"1424","lsrB",36684.41148
"1425","lsrF",31892.41806
"1426","lsrG",11254.65192
"1427","tam",29005.61564
"1428","yneE",34808.5313
"1429","uxaB",54775.55118
"1430","yneF",34303.89986
"1431","yneG",13543.62968
"1432","glsB",33483.15692
"1433","sad",49717.31336
"1434","yneJ",32482.61228
"1435","yneK",42840.73056
"1436","ydeA",42537.70476
"1437","marC",23616.97382
"1438","marR",16032.7772
"1439","marA",15183.9971
"1440","marB",7536.4684
"1441","eamA",32323.8141
"1442","ydeE",42658.4556
"1443","yneM",3509.12392
"1444","dgcZ",33863.10676
"1445","ydeI",14120.9505
"1446","ydeJ",18288.54582
"1447","dcp",77514.81188
"1448","ydfG",27248.62242
"1449","rspR",26564.84242
"1450","ydfZ",7276.27466
"1451","ydfI",53684.65002
"1452","ydfK",8778.16718
"1453","pinQ",21852.0654
"1454","tfaQ",21337.56784
"1455","stfQ",32869.55162
"1456","ynfO",9023.21092
"1457","ydfO",16496.72046
"1458","gnsB",6547.59138
"1459","ynfN",5639.37906
"1460","cspI",7683.64212
"1461","rzpQ",18277.57104
"1462","rzoQ",9463.31458
"1463","rrrQ",19662.33692
"1464","ydfR",12090.47016
"1465","essQ",7740.9105
"1466","cspB",7716.62898
"1467","cspF",7544.58672
"1468","quuQ",27925.9512
"1469","ydfU",39227.76394
"1470","rem",9234.61888
"1471","hokD",5736.83226
"1472","relE",11225.07998
"1473","relB",9071.37312
"1474","ydfV",11308.05244
"1475","flxA",12207.57766
"1476","dicC",8577.63896
"1477","dicA",15655.84506
"1478","ydfA",5792.29914
"1479","ydfB",4688.0264
"1480","ydfC",8350.39368
"1481","dicB",6964.20948
"1482","ydfD",6841.88264
"1483","rspB",36563.70366
"1484","rspA",45967.9601
"1485","ynfA",11919.37752
"1486","ynfB",12908.5268
"1487","speG",21886.75228
"1488","ynfC",26474.51986
"1489","ynfD",10476.58892
"1490","ynfE",89778.98042
"1491","ynfF",89986.04828
"1492","ynfG",22751.5504
"1493","ynfH",30523.32478
"1494","dmsD",23344.34844
"1495","clcB",44152.86092
"1496","ynfK",24980.67456
"1497","mlc",44283.49458
"1498","ynfL",33280.94576
"1499","ynfM",45224.917
"1500","asr",10591.12682
"1501","ydgU",3235.98912
"1502","ydgD",29276.7323
"1503","mdtI",11720.00492
"1504","mdtJ",13114.68202
"1505","tqsA",37542.36904
"1506","pntB",48722.47348
"1507","pntA",54622.80478
"1508","ydgH",33902.86678
"1509","ydgI",49500.89446
"1510","folM",26348.00052
"1511","ydgC",12322.95386
"1512","rstA",26703.50832
"1513","rstB",49282.304
"1514","tus",35782.71998
"1515","fumC",50488.3405
"1516","fumA",60297.87402
"1517","manA",42849.42502
"1518","ydgA",54688.34
"1519","uidC",46647.10168
"1520","uidB",49907.45412
"1521","uidA",68446.18984
"1522","uidR",21798.92292
"1523","hdhA",26746.23332
"1524","malI",36624.32844
"1525","malX",56626.33996
"1526","malY",43641.36198
"1527","add",36397.02796
"1528","ydgJ",38256.87152
"1529","blr",4556.24632
"1530","cnu",8416.47476
"1531","ydgK",16318.364
"1532","rsxA",20897.2718
"1533","rsxB",20543.60002
"1534","rsxC",80170.61778
"1535","rsxD",38139.67406
"1536","rsxG",21911.64002
"1537","rsxE",24426.6738
"1538","nth",23562.11524
"1539","dtpA",53958.47078
"1540","gstA",22868.09154
"1541","pdxY",31321.84652
"1542","tyrS",47526.40034
"1543","pdxH",25544.83766
"1544","mliC",12567.3823
"1545","anmK",39495.81636
"1546","slyB",15601.49178
"1547","slyA",16334.76798
"1548","ydhI",8858.67972
"1549","ydhJ",31495.42854
"1550","ydhK",75265.90116
"1551","sodC",17680.77742
"1552","ydhF",33675.24854
"1553","ydhL",9326.50388
"1554","nemR",22275.13398
"1555","nemA",39515.9181
"1556","gloA",14919.67064
"1557","rnt",23522.43608
"1558","lhr",169379.0763
"1559","grxD",12878.61816
"1560","mepH",29884.17238
"1561","sodB",21265.49612
"1562","ydhP",40063.63144
"1563","ynhF",2997.63362
"1564","purR",38174.40566
"1565","ydhB",35249.66004
"1566","ydhC",43366.89706
"1567","cfa",43908.51684
"1568","ribC",23444.63634
"1569","mdtK",49414.42614
"1570","ydhQ",42875.5036
"1571","ydhR",11287.71332
"1572","ydhS",60754.33374
"1573","ydhT",29340.34534
"1574","ydhU",29582.4029
"1575","ydhX",25092.4042
"1576","ydhW",24420.38172
"1577","ydhV",77875.76652
"1578","ydhY",22366.7368
"1579","ydhZ",7907.25204
"1580","pykF",50728.87886
"1581","lpp",8323.39522
"1582","ldtE",36081.90626
"1583","sufE",15800.1407
"1584","sufS",44433.25394
"1585","sufD",46822.17872
"1586","sufC",27582.03316
"1587","sufB",54744.69924
"1588","sufA",13299.96938
"1589","ydiH",7266.24798
"1590","menI",14945.0941
"1591","ydiJ",113246.72744
"1592","ydiK",39840.70216
"1593","ydiL",13928.752
"1594","ydiM",44607.5805
"1595","ydiN",46079.76554
"1596","ydiB",31227.45914
"1597","aroD",27466.34222
"1598","ydiF",57561.57616
"1599","ydiO",43001.66504
"1600","ydiP",34894.0553
"1601","ydiQ",27470.08436
"1602","ydiR",33769.35222
"1603","ydiS",45922.46996
"1604","ydiT",10724.0187
"1605","fadK",60772.43918
"1606","ppsA",87434.1119
"1607","ppsR",31210.50638
"1608","aroH",38734.62806
"1609","ydiE",7117.06836
"1610","ydiU",54381.4193
"1611","ydiV",27045.89972
"1612","nlpC",17282.53794
"1613","btuD",27080.87666
"1614","btuE",20469.32258
"1615","btuC",34948.90202
"1616","ihfA",11353.79164
"1617","pheT",87377.0885
"1618","pheS",36831.36782
"1619","pheM",1762.03684
"1620","rplT",13496.77878
"1621","rpmI",7288.84796
"1622","infC",20545.6495
"1623","thrS",74013.49098
"1624","yniD",4115.1631
"1625","ydiY",27606.94358
"1626","pfkB",32455.61164
"1627","ydiZ",10864.86252
"1628","yniA",32458.21102
"1629","yniB",20366.86632
"1630","yniC",24329.97072
"1631","ydjM",22350.2248
"1632","ydjN",48661.0932
"1633","ydjO",30159.37882
"1634","cedA",9376.70162
"1635","katE",84161.55048
"1636","chbG",27773.40308
"1637","chbF",50511.91762
"1638","chbR",32967.20476
"1639","chbA",12747.6412
"1640","chbC",48331.63032
"1641","chbB",11426.41404
"1642","osmE",12020.55122
"1643","nadE",30636.46124
"1644","cho",33706.44482
"1645","ves",21576.6236
"1646","spy",18198.895
"1647","astE",35799.75518
"1648","astB",49297.9719
"1649","astD",53025.684
"1650","astA",38455.42824
"1651","astC",43664.85054
"1652","xthA",30968.80476
"1653","ydjX",26057.7906
"1654","ydjY",24125.0166
"1655","ydjZ",26160.02592
"1656","ynjA",20532.72104
"1657","ynjB",42844.01678
"1658","ynjC",56242.25824
"1659","ynjD",24016.3393
"1660","ynjE",48227.99318
"1661","ynjF",22719.48686
"1662","nudG",15045.93604
"1663","ynjH",9915.24434
"1664","gdhA",48580.83796
"1665","ynjI",40345.78876
"1666","topB",73215.95852
"1667","selD",36686.86482
"1668","ydjA",20058.7899
"1669","sppA",67218.5252
"1670","ansA",37126.80674
"1671","pncA",23361.78812
"1672","ydjE",50317.35392
"1673","ydjF",28229.07988
"1674","ydjG",36328.41326
"1675","ydjH",34120.88448
"1676","ydjI",30809.44492
"1677","ydjJ",37700.37946
"1678","ydjK",49601.38416
"1679","ydjL",38731.32122
"1680","yeaC",10337.91034
"1681","msrB",15451.01812
"1682","gapA",35532.07304
"1683","yeaD",32665.6875
"1684","yeaE",30986.26474
"1685","mipA",27798.57196
"1686","yeaG",74479.42956
"1687","yeaH",49391.8447
"1688","yeaI",56100.76496
"1689","yeaJ",56601.88272
"1690","yeaK",17850.43354
"1691","yoaI",3771.4866
"1692","yeaL",15255.38558
"1693","yeaM",30553.20194
"1694","yeaN",41207.77042
"1695","yeaO",13386.044
"1696","yoaF",8942.28858
"1697","yeaP",38513.09888
"1698","yoaK",3458.20622
"1699","yoaJ",2691.36432
"1700","yeaQ",8670.47078
"1701","yoaG",6608.22218
"1702","yeaR",13611.29118
"1703","leuE",23168.29484
"1704","dmlR",34630.4706
"1705","dmlA",40314.47246
"1706","yeaV",52862.49064
"1707","yeaW",42560.32522
"1708","yeaX",35660.8438
"1709","rnd",42715.72484
"1710","fadD",62313.20576
"1711","yeaY",20920.8736
"1712","tsaB",25180.538
"1713","yoaA",70345.08014
"1714","yoaB",12493.08018
"1715","yoaC",10835.28998
"1716","yoaH",6554.23436
"1717","pabB",50968.93982
"1718","nudL",21403.29846
"1719","sdaA",48874.07734
"1720","yoaD",59710.68304
"1721","yoaE",56527.36696
"1722","manX",35015.07144
"1723","manY",27635.48202
"1724","manZ",30955.11996
"1725","yobD",17615.0386
"1726","mntP",20116.74684
"1727","rlmA",30418.56936
"1728","cspC",7402.27156
"1729","yobF",5212.11736
"1730","yebO",10792.34348
"1731","mgrB",5519.68046
"1732","yobH",8514.01738
"1733","kdgR",30028.99752
"1734","yebQ",48151.14482
"1735","htpX",31922.97386
"1736","prc",76662.13838
"1737","proQ",25892.20956
"1738","msrC",18121.4084
"1739","yebS",48272.86462
"1740","yebT",94969.28716
"1741","rsmF",53194.83808
"1742","yebV",8752.70712
"1743","yebW",7315.16758
"1744","pphA",25273.54424
"1745","yebY",12378.29104
"1746","yebZ",32525.95498
"1747","yobA",13410.04226
"1748","holE",8846.1896
"1749","yobB",24394.7864
"1750","exoX",25132.806
"1751","ptrB",79489.58038
"1752","yebE",23686.55048
"1753","yebF",12961.5793
"1754","yebG",10716.88938
"1755","purT",42433.18646
"1756","eda",22283.75936
"1757","edd",64638.31846
"1758","zwf",55703.78486
"1759","yebK",31975.224
"1760","pykA",51356.59566
"1761","lpxM",37409.95582
"1762","mepM",49025.09422
"1763","znuA",33776.9666
"1764","znuC",27867.13962
"1765","znuB",27728.34718
"1766","ruvB",37173.33428
"1767","ruvA",22053.35932
"1768","yobI",2665.23572
"1769","yebB",22671.66606
"1770","ruvC",18746.55376
"1771","yebC",26422.2865
"1772","nudB",17273.48986
"1773","aspS",65912.69892
"1774","yecD",20451.98082
"1775","yecE",31478.69304
"1776","yecN",15226.12476
"1777","cmoA",27776.33912
"1778","cmoB",37006.11976
"1779","torZ",88962.95044
"1780","torY",40285.9946
"1781","cutC",26761.48612
"1782","yecM",21204.7549
"1783","argS",64650.15996
"1784","yecT",18852.9235
"1785","flhE",14059.25688
"1786","flhA",74841.9473
"1787","flhB",42205.21632
"1788","cheZ",23975.76594
"1789","cheY",14097.2124
"1790","cheB",37467.33866
"1791","cheR",32849.03748
"1792","tap",57511.25774
"1793","tar",59943.0089
"1794","cheW",18083.57628
"1795","cheA",71349.49508
"1796","motB",34185.6925
"1797","motA",31979.00582
"1798","flhC",21565.87798
"1799","flhD",13316.25586
"1800","uspC",15632.74694
"1801","otsA",53610.4964
"1802","otsB",29142.8734
"1803","araH",34210.53044
"1804","araG",55017.59598
"1805","araF",35540.49222
"1806","ftnB",18894.26534
"1807","yecJ",9122.48276
"1808","azuC",3408.13612
"1809","yecR",11741.31028
"1810","ftnA",19423.59522
"1811","yecH",8628.684
"1812","tyrP",42786.5399
"1813","yecA",25039.0007
"1814","pgsA",20700.3756
"1815","uvrC",68155.14662
"1816","uvrY",23874.36794
"1817","yecF",8238.47438
"1818","sdiA",28117.0597
"1819","yecC",27676.65466
"1820","yecS",24800.96002
"1821","dcyD",35152.89362
"1822","fliY",29038.83264
"1823","fliZ",21657.5824
"1824","fliA",27488.71144
"1825","fliC",51294.36382
"1826","fliD",48455.85902
"1827","fliS",14949.91228
"1828","fliT",13828.6699
"1829","amyA",56638.697
"1830","yedD",14983.0943
"1831","yedE",44428.3754
"1832","yedF",8638.9026
"1833","yedK",24978.95986
"1834","yedL",17891.25816
"1835","fliE",11126.65084
"1836","fliF",60588.38104
"1837","fliG",36775.54654
"1838","fliH",25049.87502
"1839","fliI",49314.99562
"1840","fliJ",17306.34624
"1841","fliK",39311.31062
"1842","fliL",17220.67094
"1843","fliM",37848.6881
"1844","fliN",14854.72532
"1845","fliO",12669.69476
"1846","fliP",26928.10218
"1847","fliQ",9631.78906
"1848","fliR",28542.23546
"1849","rcsA",23516.14982
"1850","dsrB",6945.75342
"1851","yodD",8579.1499
"1852","yedP",30438.96128
"1853","yedQ",64250.04986
"1854","yodC",6678.4095
"1855","yedI",32190.26918
"1856","yedA",32193.52876
"1857","vsr",18015.41518
"1858","dcm",53464.15138
"1859","yedJ",25903.9725
"1860","yedR",13805.97168
"1861","hchA",31190.08692
"1862","yedV",50849.06142
"1863","yedW",25017.44626
"1864","hiuH",15459.40796
"1865","yedY",37368.4685
"1866","yedZ",24067.84776
"1867","zinT",24743.52046
"1868","yodB",20336.96236
"1869","mtfA",30278.80124
"1870","yeeJ",248566.2786
"1871","shiA",47816.82372
"1872","amn",53994.23852
"1873","yeeN",25834.71612
"1874","yeeO",54197.94808
"1875","cbl",35823.37198
"1876","nac",32834.67006
"1877","ldtA",34410.66792
"1878","cobT",36986.59734
"1879","cobS",26385.30292
"1880","cobU",20163.77674
"1881","insH1",39199.57788
"1882","insD1",34365.66852
"1883","insC1",13451.467
"1884","flu",106824.15994
"1885","yeeR",57236.01898
"1886","yeeS",16556.76944
"1887","yeeT",8410.61578
"1888","cbeA",13651.37194
"1889","cbtA",13898.77632
"1890","yeeX",12777.63726
"1891","yeeA",39922.73256
"1892","sbmC",18081.24778
"1893","dacD",43327.5013
"1894","sbcB",54500.15798
"1895","yeeD",8148.23232
"1896","yeeE",38099.97276
"1897","plaP",49537.06454
"1898","yoeI",2241.52072
"1899","yeeY",34168.68626
"1900","yeeZ",29679.6039
"1901","yoeB",10183.44868
"1902","yefM",9307.4945
"1903","hisL",2081.28486
"1904","hisG",33366.36932
"1905","hisD",46109.80414
"1906","hisC",39359.67388
"1907","hisB",40277.51916
"1908","hisH",21652.62046
"1909","hisA",26032.32628
"1910","hisF",28454.11844
"1911","hisI",22755.55646
"1912","wzzB",36454.30208
"1913","ugd",43656.35802
"1914","gnd",51480.65782
"1915","insH1",39326.72564
"1916","wbbK",43187.623
"1917","wbbJ",21674.83326
"1918","wbbI",37756.77252
"1919","wbbH",44743.77304
"1920","glf",42965.33536
"1921","wzxB",45382.05118
"1922","rfbC",21269.8411
"1923","rfbA",32693.17538
"1924","rfbD",32693.72922
"1925","rfbB",40525.75146
"1926","wcaN",32828.86742
"1927","wcaM",51315.11124
"1928","wcaL",45361.08062
"1929","wcaK",47342.99468
"1930","wzxC",53691.95216
"1931","wcaJ",52407.8929
"1932","cpsG",50461.98936
"1933","cpsB",53015.67454
"1934","wcaI",44913.4317
"1935","wcaH",18273.25038
"1936","wcaG",36140.71922
"1937","gmd",42046.3301
"1938","wcaF",19961.83664
"1939","wcaE",27893.74332
"1940","wcaD",45408.89306
"1941","wcaC",45259.42472
"1942","wcaB",17615.34124
"1943","wcaA",33008.3145
"1944","wzc",79342.09898
"1945","wzb",16709.1171
"1946","wza",41909.45496
"1947","yegH",59449.52318
"1948","asmA",68962.02126
"1949","dcd",21249.00966
"1950","udk",24352.84656
"1951","yegE",123885.638
"1952","alkA",31392.93198
"1953","yegD",49338.74362
"1954","yegI",71637.95306
"1955","yegJ",17427.71446
"1956","yegK",27175.58014
"1957","yegL",24217.37312
"1958","ibsA",2231.84716
"1959","ibsB",2063.69384
"1960","mdtA",44463.72486
"1961","mdtB",112076.21186
"1962","mdtC",110977.04426
"1963","iceT",50900.33776
"1964","baeS",51990.68386
"1965","baeR",27655.60378
"1966","yegP",12024.1491
"1967","yegQ",51192.61006
"1968","ogrK",8429.59912
"1969","yegR",11465.1437
"1970","yegS",32038.28464
"1971","insE1",11543.0057
"1972","insF1",33540.04312
"1973","gatD",37389.70898
"1974","gatB",10221.94268
"1975","gatA",16907.25352
"1976","gatZ",47108.18174
"1977","gatY",30811.58048
"1978","fbaB",38108.7563
"1979","yegT",47358.60364
"1980","yegU",35620.15812
"1981","yegV",34385.06464
"1982","yegW",28276.86722
"1983","yegX",31603.61458
"1984","thiD",28633.2846
"1985","thiM",27338.87596
"1986","rcnR",10133.7615
"1987","rcnA",30419.0588
"1988","rcnB",12466.05286
"1989","yehA",36884.42696
"1990","yehB",92281.00014
"1991","yehC",26588.7285
"1992","yehD",19060.36158
"1993","yehE",10136.47858
"1994","mrp",39937.6366
"1995","metG",76253.85122
"1996","yehI",138066.10432
"1997","yehK",12603.13276
"1998","yehL",39681.85952
"1999","yehM",83389.20978
"2000","yehP",42118.66846
"2001","yehR",16593.94424
"2002","yehS",17972.61444
"2003","yehT",27399.41154
"2004","yehU",62091.76206
"2005","mlrA",28045.8149
"2006","yohO",3642.53308
"2007","yehW",25514.20206
"2008","yehX",34424.11098
"2009","yehY",41105.99974
"2010","osmF",32608.88044
"2011","bglX",83459.07284
"2012","dld",64611.56288
"2013","pbpG",33887.03834
"2014","yohC",21690.4646
"2015","yohD",21444.32056
"2016","yohF",26950.54946
"2017","yohP",3092.02614
"2018","dusC",35199.08924
"2019","yohJ",14578.5429
"2020","yohK",24469.26812
"2021","cdd",31539.50224
"2022","sanA",27286.5529
"2023","yeiS",9264.00532
"2024","preT",44328.97348
"2025","preA",45068.40432
